# TEST CONFIGURATION BEGIN
# File Stream: filename: ch_Z_lagged3.csv  -  n_targets: 1
# [ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10] Pipeline: ArbitratedEnsemble: - ensemble_size: 10 - meta_error_metric: MAPE
# Prequential Evaluator: n_wait: 1 - max_samples: 3000000 - max_time: 10000000 - output_file: ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10.csv - batch_size: 1 - pretrain_size: 10 - task_type: regression - show_plot: False - metrics: ['mean_square_error', 'true_vs_predicted']
# TEST CONFIGURATION END
id,mean_mse_[ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10],current_mse_[ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10],true_value,predicted_value_[ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10]
2260,0.042110,0.100265,0.900277,1.216923
2261,0.042111,0.044136,0.676097,0.886183
2262,0.042111,0.041009,0.902626,0.700121
2263,0.042096,0.008407,0.973879,0.882192
2264,0.042084,0.015520,0.875464,1.000042
2265,0.042084,0.040990,1.015683,0.813223
2266,0.042066,0.001181,1.007061,0.972693
2267,0.042105,0.131560,0.565939,0.928651
2268,0.042137,0.114802,0.281638,0.620463
2269,0.042123,0.009795,0.338650,0.239680
2270,0.042125,0.047377,0.212155,0.429817
2271,0.042124,0.038919,-0.060742,0.136536
2272,0.042108,0.006411,-0.112628,-0.032562
2273,0.042090,0.000173,-0.153409,-0.140240
2274,0.042087,0.035399,-0.311221,-0.123074
2275,0.042069,0.002142,-0.345152,-0.391431
2276,0.042064,0.029951,-0.443277,-0.270214
2277,0.042081,0.081698,-0.645209,-0.359381
2278,0.042063,0.000349,-0.680318,-0.661648
2279,0.042091,0.106882,-0.971188,-0.644260
2280,0.042163,0.205696,-1.357418,-0.903881
2281,0.042152,0.015731,-1.052544,-1.177969
2282,0.042179,0.103068,-0.703255,-1.024297
2283,0.042162,0.004931,-0.730464,-0.800683
2284,0.042161,0.040564,-0.508486,-0.709890
2285,0.042150,0.015193,-0.346204,-0.469464
2286,0.042132,0.002737,-0.344884,-0.397201
2287,0.042125,0.026521,-0.198320,-0.361173
2288,0.042119,0.026781,-0.330836,-0.167186
2289,0.042103,0.006855,-0.497532,-0.414738
2290,0.042088,0.007089,-0.329112,-0.413307
2291,0.042072,0.004697,-0.299144,-0.230608
2292,0.042056,0.007495,-0.400548,-0.313975
2293,0.042042,0.010353,-0.292005,-0.393752
2294,0.042024,0.000795,-0.180876,-0.209069
2295,0.042013,0.015863,-0.289546,-0.163599
2296,0.041999,0.009829,-0.412362,-0.313223
2297,0.041988,0.016022,-0.445823,-0.319243
2298,0.041969,0.000031,-0.396533,-0.390938
2299,0.041966,0.034479,-0.118045,-0.303728
2300,0.041958,0.023587,0.093213,-0.060369
2301,0.041949,0.020352,-0.038623,0.104037
2302,0.041931,0.001236,-0.105925,-0.070770
2303,0.041914,0.004520,-0.047654,-0.114882
2304,0.041897,0.001981,-0.007338,-0.051846
2305,0.041889,0.023657,0.202913,0.049106
2306,0.041886,0.035207,0.395061,0.207425
2307,0.041875,0.016834,0.554611,0.424867
2308,0.041875,0.041363,0.723918,0.520540
2309,0.041859,0.005284,0.612958,0.685648
2310,0.041842,0.002531,0.526401,0.576706
2311,0.041825,0.001671,0.486247,0.527127
2312,0.041818,0.026115,0.328587,0.490189
2313,0.041803,0.008147,0.427491,0.337230
2314,0.041795,0.022171,0.459967,0.311067
2315,0.041793,0.036872,0.246611,0.438632
2316,0.041778,0.008124,0.215683,0.305815
2317,0.041771,0.026363,0.239193,0.401560
2318,0.041756,0.006916,0.331236,0.248076
2319,0.041748,0.021918,0.468045,0.319999
2320,0.041739,0.022890,0.312060,0.463353
2321,0.041726,0.010178,0.164095,0.264982
2322,0.041708,0.001736,0.166410,0.208069
2323,0.041697,0.015558,0.070634,0.195364
2324,0.041680,0.000953,0.013313,0.044180
2325,0.041662,0.000440,0.070036,0.049067
2326,0.041644,0.000143,0.077538,0.065565
2327,0.041626,0.000282,0.005677,-0.011129
2328,0.041608,0.000580,-0.006022,0.018070
2329,0.041590,0.000005,0.017415,0.015203
2330,0.041574,0.003650,-0.047135,0.013281
2331,0.041567,0.025204,-0.172452,-0.013694
2332,0.041580,0.070720,-0.419527,-0.153595
2333,0.041579,0.041363,-0.663561,-0.460182
2334,0.041562,0.001856,-0.617366,-0.660444
2335,0.041551,0.015895,-0.473563,-0.599640
2336,0.041535,0.003843,-0.465492,-0.403497
2337,0.041517,0.000008,-0.466670,-0.463911
2338,0.041503,0.007180,-0.482602,-0.397867
2339,0.041485,0.000026,-0.457573,-0.462675
2340,0.041485,0.041313,-0.220800,-0.424056
2341,0.041473,0.014192,-0.051030,-0.170158
2342,0.041455,0.000378,-0.058015,-0.038576
2343,0.041440,0.005366,-0.014957,-0.088208
2344,0.041428,0.014258,-0.047890,0.071517
2345,0.041414,0.008989,-0.096523,-0.001711
2346,0.041397,0.000488,-0.095981,-0.118064
2347,0.041387,0.019441,-0.260998,-0.121568
2348,0.041370,0.001582,-0.278413,-0.238638
2349,0.041358,0.011180,-0.105103,-0.210840
2350,0.041342,0.004365,-0.184241,-0.118176
2351,0.041326,0.005117,-0.311876,-0.240342
2352,0.041310,0.002269,-0.287033,-0.239393
2353,0.041292,0.000013,-0.334093,-0.337688
2354,0.041276,0.003994,-0.389134,-0.325932
2355,0.041260,0.003106,-0.285001,-0.340737
2356,0.041248,0.013519,-0.127002,-0.243272
2357,0.041239,0.019567,-0.036506,-0.176387
2358,0.041227,0.013530,0.007542,-0.108779
2359,0.041212,0.005623,-0.013637,0.061351
2360,0.041195,0.002429,0.088300,0.039013
2361,0.041287,0.257364,0.523973,0.016663
2362,0.041310,0.095494,0.772554,0.463533
2363,0.041293,0.001353,0.654523,0.691308
2364,0.041279,0.008323,0.711203,0.619971
2365,0.041262,0.000008,0.707851,0.710598
2366,0.041250,0.013776,0.499262,0.616633
2367,0.041242,0.022635,0.618849,0.468402
2368,0.041248,0.055593,0.841550,0.605767
2369,0.041232,0.003996,0.765479,0.828694
2370,0.041217,0.005411,0.673959,0.747516
2371,0.041201,0.003162,0.748486,0.692258
2372,0.041184,0.001579,0.680032,0.719763
2373,0.041188,0.050520,0.379512,0.604279
2374,0.041175,0.009823,0.308139,0.407251
2375,0.041158,0.000937,0.447268,0.416656
2376,0.041141,0.000486,0.409149,0.387112
2377,0.041124,0.000413,0.369134,0.348821
2378,0.041110,0.008595,0.414142,0.321435
2379,0.041095,0.006085,0.292997,0.371001
2380,0.041103,0.059611,0.043794,0.287947
2381,0.041103,0.041544,-0.120342,0.083481
2382,0.041086,0.000714,-0.112729,-0.139457
2383,0.041083,0.033348,0.039678,-0.142936
2384,0.041068,0.006031,0.121274,0.043616
2385,0.041062,0.026671,-0.007706,0.155607
2386,0.041051,0.013650,-0.139668,-0.022834
2387,0.041042,0.020432,-0.233926,-0.090985
2388,0.041038,0.030645,-0.355508,-0.180451
2389,0.041032,0.028909,-0.454351,-0.284324
2390,0.041054,0.092220,-0.637949,-0.334272
2391,0.041047,0.023397,-0.795954,-0.642994
2392,0.041030,0.002311,-0.810861,-0.762789
2393,0.041033,0.048407,-0.963993,-0.743976
2394,0.041044,0.065741,-1.205887,-0.949486
2395,0.041028,0.002816,-1.180534,-1.127466
2396,0.041015,0.010846,-1.029290,-1.133433
2397,0.040999,0.001494,-0.910075,-0.948722
2398,0.040999,0.042817,-0.727881,-0.934805
2399,0.040984,0.004266,-0.806151,-0.740837
2400,0.040980,0.031317,-1.017547,-0.840579
2401,0.040968,0.012779,-0.882701,-0.995746
2402,0.040951,0.001132,-0.818307,-0.851945
2403,0.040936,0.002890,-0.869291,-0.815529
2404,0.040930,0.028106,-0.768470,-0.936118
2405,0.040916,0.006625,-0.803624,-0.722228
2406,0.040901,0.005449,-0.788816,-0.862631
2407,0.040892,0.018122,-0.621706,-0.756325
2408,0.040879,0.010490,-0.470228,-0.572649
2409,0.040891,0.069418,-0.256320,-0.519792
2410,0.040876,0.004572,-0.205116,-0.272734
2411,0.040862,0.007591,-0.314919,-0.227793
2412,0.040845,0.000022,-0.375800,-0.371072
2413,0.040835,0.016776,-0.465862,-0.336339
2414,0.040818,0.000224,-0.373726,-0.388692
2415,0.040819,0.044173,-0.074227,-0.284400
2416,0.040810,0.018484,0.117772,-0.018184
2417,0.040822,0.069648,0.340727,0.076819
2418,0.040845,0.095695,0.676080,0.366734
2419,0.040869,0.100050,0.953168,0.636860
2420,0.040860,0.017439,1.013719,0.881661
2421,0.040843,0.001256,0.911536,0.946971
2422,0.040845,0.044495,1.071600,0.860662
2423,0.040856,0.068413,1.223465,0.961905
2424,0.040844,0.010618,1.127817,1.230862
2425,0.040885,0.140815,1.375334,1.000080
2426,0.040905,0.088429,1.597331,1.299960
2427,0.040889,0.003266,1.427297,1.484445
2428,0.040874,0.003601,1.363623,1.303618
2429,0.040859,0.006199,1.300013,1.221282
2430,0.040843,0.001750,1.282638,1.240807
2431,0.040847,0.049353,1.439418,1.217263
2432,0.040833,0.007741,1.497131,1.409149
2433,0.040817,0.000853,1.451578,1.422369
2434,0.040803,0.008909,1.230329,1.324717
2435,0.040788,0.002850,1.119075,1.172462
2436,0.040778,0.016462,1.245071,1.116766
2437,0.040761,0.000500,1.168386,1.190753
2438,0.040744,0.000068,1.100953,1.092715
2439,0.040729,0.003491,1.083622,1.024535
2440,0.040719,0.015912,0.899899,1.026041
2441,0.040706,0.008298,0.782126,0.873219
2442,0.040708,0.046442,0.636428,0.851932
2443,0.040714,0.054429,0.430107,0.663408
2444,0.040703,0.015441,0.342570,0.466831
2445,0.040702,0.038982,0.169562,0.366999
2446,0.040703,0.041641,-0.093763,0.110298
2447,0.040703,0.040128,-0.282444,-0.082124
2448,0.040733,0.114019,-0.616738,-0.279071
2449,0.040793,0.188360,-0.982984,-0.548979
2450,0.040814,0.091706,-1.101795,-0.798965
2451,0.040819,0.053896,-1.226439,-0.994283
2452,0.040843,0.098808,-1.480100,-1.165763
2453,0.040903,0.186668,-1.724075,-1.292025
2454,0.040925,0.096345,-1.707020,-1.396625
2455,0.040922,0.031403,-1.588268,-1.411060
2456,0.040960,0.135031,-1.786805,-1.419340
2457,0.040959,0.037818,-1.753060,-1.558591
2458,0.040942,0.000566,-1.596513,-1.620297
2459,0.040946,0.050364,-1.808719,-1.584300
2460,0.040937,0.018877,-1.536923,-1.674316
2461,0.041011,0.221208,-1.151323,-1.621650
2462,0.040994,0.000095,-1.292990,-1.302745
2463,0.040977,0.000511,-1.205776,-1.183170
2464,0.040961,0.000092,-1.188480,-1.178863
2465,0.040965,0.052100,-1.372000,-1.143745
2466,0.040956,0.019301,-1.188080,-1.327008
2467,0.040940,0.000733,-1.153364,-1.126285
2468,0.040958,0.084802,-1.403542,-1.112335
2469,0.040948,0.017180,-1.466599,-1.335525
2470,0.040935,0.008546,-1.259411,-1.351857
2471,0.040959,0.098576,-0.828144,-1.142113
2472,0.040992,0.122700,-0.585605,-0.935890
2473,0.040990,0.036280,-0.553950,-0.744424
2474,0.040992,0.045377,-0.345486,-0.558505
2475,0.040986,0.026258,-0.220760,-0.382803
2476,0.040972,0.007548,-0.168818,-0.255695
2477,0.040978,0.055915,0.059589,-0.176875
2478,0.040977,0.038057,0.220947,0.025865
2479,0.040974,0.034884,0.359128,0.172355
2480,0.040983,0.062808,0.682700,0.432084
2481,0.040998,0.076990,0.964535,0.687064
2482,0.040982,0.002330,0.959774,0.911500
2483,0.040966,0.000027,0.952699,0.947513
2484,0.040970,0.050458,1.166682,0.942054
2485,0.040953,0.000039,1.220273,1.214052
2486,0.040936,0.000002,1.141980,1.140715
2487,0.040927,0.018531,1.233522,1.097393
2488,0.040911,0.000812,1.211487,1.182998
2489,0.040895,0.000636,1.180929,1.155719
2490,0.040908,0.073127,1.398024,1.127604
2491,0.040892,0.000145,1.398996,1.386955
2492,0.040913,0.093679,1.079340,1.385410
2493,0.040904,0.018673,0.938065,1.074716
2494,0.040908,0.051199,1.109197,0.882926
2495,0.040894,0.006261,1.159979,1.080852
2496,0.040880,0.005959,1.059503,1.136699
2497,0.040877,0.033326,1.229660,1.047105
2498,0.040881,0.050681,1.354416,1.129292
2499,0.040868,0.009907,1.204612,1.304144
2500,0.040853,0.001087,1.210894,1.177925
2501,0.040836,0.000443,1.191316,1.212357
2502,0.040843,0.056388,0.954050,1.191513
2503,0.040826,0.000760,0.956322,0.928755
2504,0.040815,0.012904,1.016560,0.902963
2505,0.040815,0.041314,0.830476,1.033735
2506,0.040803,0.008641,0.785707,0.878662
2507,0.040792,0.013793,0.736643,0.854087
2508,0.040807,0.078494,0.472117,0.752285
2509,0.040808,0.044041,0.261728,0.471589
2510,0.040810,0.045304,0.079408,0.292255
2511,0.040808,0.036804,-0.090979,0.100865
2512,0.040804,0.030976,-0.241502,-0.065502
2513,0.040788,0.000029,-0.262179,-0.267549
2514,0.040773,0.002075,-0.168010,-0.213566
2515,0.040765,0.020684,-0.342717,-0.198898
2516,0.040750,0.003767,-0.487682,-0.426307
2517,0.040739,0.014261,-0.347962,-0.467381
2518,0.040731,0.018575,-0.380822,-0.244533
2519,0.040727,0.030933,-0.542058,-0.366180
2520,0.040726,0.038895,-0.746447,-0.549229
2521,0.040751,0.102966,-1.017195,-0.696311
2522,0.040741,0.017117,-0.872134,-1.002965
2523,0.040730,0.013117,-0.674647,-0.789177
2524,0.040743,0.073743,-0.991120,-0.719564
2525,0.040742,0.038020,-1.181755,-0.986767
2526,0.040727,0.003225,-1.030886,-1.087678
2527,0.040713,0.005158,-0.926338,-0.998160
2528,0.040697,0.000029,-0.903109,-0.908452
2529,0.040682,0.001964,-0.925758,-0.881438
2530,0.040666,0.001859,-0.940901,-0.897784
2531,0.040661,0.027373,-1.048304,-0.882855
2532,0.040651,0.015131,-1.082710,-0.959701
2533,0.040636,0.002709,-0.982073,-1.034120
2534,0.040637,0.042938,-1.217250,-1.010035
2535,0.040634,0.033202,-1.377384,-1.195169
2536,0.040629,0.029289,-1.065766,-1.236908
2537,0.040634,0.051353,-0.839691,-1.066303
2538,0.040622,0.010557,-0.798618,-0.901365
2539,0.040615,0.023228,-0.695066,-0.847475
2540,0.040610,0.026995,-0.481639,-0.645939
2541,0.040595,0.003245,-0.442819,-0.499784
2542,0.040602,0.058638,-0.641575,-0.399423
2543,0.040607,0.052703,-0.444210,-0.673781
2544,0.040639,0.123605,-0.083973,-0.435548
2545,0.040631,0.019189,-0.015794,-0.154318
2546,0.040628,0.032843,0.116283,-0.064943
2547,0.040612,0.000061,0.120002,0.127823
2548,0.040596,0.000290,0.097727,0.080710
2549,0.040606,0.065305,0.286676,0.031128
2550,0.040590,0.000398,0.281889,0.261948
2551,0.040590,0.040571,0.490039,0.288617
2552,0.040637,0.161485,0.845934,0.444082
2553,0.040624,0.006900,0.716711,0.799775
2554,0.040611,0.005942,0.621114,0.698199
2555,0.040595,0.001260,0.684484,0.648994
2556,0.040579,0.000732,0.634893,0.607846
2557,0.040571,0.019046,0.685495,0.547488
2558,0.040563,0.019686,0.714447,0.574142
2559,0.040547,0.000344,0.632905,0.614362
2560,0.040535,0.010696,0.657886,0.554464
2561,0.040528,0.021886,0.782874,0.634936
2562,0.040513,0.003212,0.759850,0.703175
2563,0.040498,0.001294,0.657687,0.693655
2564,0.040483,0.003169,0.663553,0.719849
2565,0.040479,0.029332,0.505063,0.676329
2566,0.040507,0.112633,0.172267,0.507875
2567,0.040516,0.061572,-0.012857,0.235281
2568,0.040501,0.004393,0.003396,0.069673
2569,0.040490,0.011477,0.162101,0.054968
2570,0.040474,0.000000,0.213776,0.214412
2571,0.040461,0.006476,0.120258,0.200732
2572,0.040447,0.003736,0.163551,0.102430
2573,0.040431,0.000040,0.185376,0.179076
2574,0.040417,0.003808,0.109946,0.171654
2575,0.040402,0.002988,0.147388,0.092725
2576,0.040386,0.000070,0.148666,0.140313
2577,0.040373,0.007084,0.051755,0.135919
2578,0.040361,0.007937,-0.053872,0.035218
2579,0.040354,0.022393,-0.254423,-0.104779
2580,0.040341,0.006805,-0.354116,-0.271623
2581,0.040327,0.004663,-0.190362,-0.258652
2582,0.040320,0.023199,-0.025037,-0.177350
2583,0.040318,0.033974,0.062194,-0.122126
2584,0.040305,0.006645,0.092372,0.010852
2585,0.040289,0.000029,0.030742,0.025357
2586,0.040278,0.011370,-0.117574,-0.010945
2587,0.040267,0.013073,-0.269647,-0.155308
2588,0.040265,0.034297,-0.111964,-0.297159
2589,0.040257,0.020166,0.052413,-0.089593
2590,0.040247,0.014941,-0.095515,0.026717
2591,0.040235,0.009789,-0.001712,-0.100653
2592,0.040237,0.042852,0.229854,0.022847
2593,0.040221,0.000696,0.223051,0.249425
2594,0.040215,0.023027,0.113876,0.265621
2595,0.040221,0.055788,-0.074258,0.161938
2596,0.040210,0.012674,0.011870,-0.100711
2597,0.040201,0.017729,0.242567,0.109418
2598,0.040202,0.043331,0.029001,0.237161
2599,0.040188,0.003411,-0.102701,-0.044296
2600,0.040178,0.012790,-0.006680,-0.119773
2601,0.040206,0.112894,-0.281965,0.054033
2602,0.040191,0.001782,-0.326708,-0.284499
2603,0.040208,0.085722,0.048768,-0.244015
2604,0.040193,0.000009,-0.030635,-0.033553
2605,0.040177,0.000006,-0.143848,-0.141468
2606,0.040173,0.028573,0.001439,-0.167596
2607,0.040173,0.038969,-0.258871,-0.061465
2608,0.040158,0.003407,-0.181567,-0.239941
2609,0.040290,0.382761,0.442015,-0.176662
2610,0.040279,0.011537,0.256703,0.364114
2611,0.040353,0.233595,-0.213150,0.270166
2612,0.040399,0.158351,0.194093,-0.203841
2613,0.040432,0.127565,0.574630,0.217467
2614,0.040457,0.103701,0.265844,0.587871
2615,0.040442,0.003535,0.125002,0.184455
2616,0.040448,0.054124,0.421986,0.189340
2617,0.040436,0.010286,0.519148,0.417729
2618,0.040425,0.010493,0.391904,0.494337
2619,0.040409,0.000021,0.314155,0.309624
2620,0.040395,0.003491,0.286616,0.345699
2621,0.040379,0.000010,0.258304,0.261447
2622,0.040365,0.003118,0.135838,0.191676
2623,0.040353,0.007269,0.116426,0.201685
2624,0.040338,0.002818,0.203583,0.150497
2625,0.040325,0.006040,0.217459,0.139740
2626,0.040310,0.000152,0.211468,0.199147
2627,0.040311,0.042837,-0.029360,0.177610
2628,0.040342,0.122772,-0.345707,0.004682
2629,0.040330,0.008142,-0.406311,-0.316076
2630,0.040316,0.005054,-0.349097,-0.278008
2631,0.040302,0.001628,-0.173631,-0.213985
2632,0.040292,0.013848,-0.256903,-0.139227
2633,0.040385,0.284124,-0.814129,-0.281097
2634,0.040378,0.024078,-0.950203,-0.795031
2635,0.040397,0.090658,-0.585510,-0.886605
2636,0.040397,0.039104,-0.755889,-0.558143
2637,0.040478,0.254519,-1.244107,-0.739608
2638,0.040478,0.038936,-1.225222,-1.027900
2639,0.040463,0.000654,-1.034726,-1.060294
2640,0.040450,0.007849,-1.033638,-0.945044
2641,0.040445,0.025832,-1.092195,-0.931473
2642,0.040433,0.009448,-1.165256,-1.068055
2643,0.040418,0.000058,-1.146445,-1.138810
2644,0.040402,0.000356,-1.054379,-1.073249
2645,0.040392,0.013814,-0.889264,-1.006796
2646,0.040379,0.005253,-0.841556,-0.914036
2647,0.040374,0.025803,-1.018076,-0.857443
2648,0.040386,0.073201,-0.773984,-1.044541
2649,0.040417,0.122045,-0.386325,-0.735674
2650,0.040412,0.026459,-0.551578,-0.388916
2651,0.040397,0.000701,-0.598276,-0.571799
2652,0.040416,0.092426,-0.295459,-0.599475
2653,0.040435,0.091190,0.020435,-0.281542
2654,0.040485,0.170530,0.381072,-0.031881
2655,0.040470,0.002313,0.357043,0.308948
2656,0.040474,0.050950,0.162192,0.387912
2657,0.040548,0.235283,0.521274,0.036214
2658,0.040558,0.067200,0.740385,0.481155
2659,0.040583,0.106680,0.347731,0.674350
2660,0.040569,0.003987,0.263505,0.326645
2661,0.040604,0.132426,0.668972,0.305068
2662,0.040618,0.077543,0.898805,0.620340
2663,0.040607,0.011915,0.766593,0.875751
2664,0.040601,0.024462,0.590601,0.747004
2665,0.040601,0.040484,0.792343,0.591137
2666,0.040661,0.202105,1.174511,0.724949
2667,0.040650,0.011172,1.131423,1.025727
2668,0.040662,0.072865,0.785376,1.055312
2669,0.040647,0.000911,0.785894,0.755706
2670,0.040657,0.066965,1.098655,0.839878
2671,0.040659,0.046325,1.203503,0.988271
2672,0.040655,0.027810,1.258849,1.092085
2673,0.040661,0.058218,1.405826,1.164542
2674,0.040653,0.018959,1.253752,1.391444
2675,0.040650,0.031401,1.092138,1.269342
2676,0.040644,0.026941,1.270531,1.106394
2677,0.040633,0.008770,1.344611,1.250963
2678,0.040629,0.032410,1.135087,1.315116
2679,0.040650,0.095478,0.812563,1.121559
2680,0.040646,0.029463,0.637435,0.809083
2681,0.040631,0.001280,0.724328,0.760109
2682,0.040632,0.044083,0.529342,0.739302
2683,0.040681,0.170943,0.060810,0.474263
2684,0.040681,0.039908,-0.024803,0.174968
2685,0.040668,0.006987,0.133067,0.049482
2686,0.040665,0.032469,0.059322,0.239513
2687,0.040661,0.030335,-0.177125,-0.002957
2688,0.040653,0.017790,-0.332823,-0.199445
2689,0.040671,0.088671,-0.553813,-0.256036
2690,0.040683,0.073596,-0.775937,-0.504651
2691,0.040668,0.000957,-0.712611,-0.743549
2692,0.040655,0.004427,-0.764971,-0.698436
2693,0.040686,0.124153,-1.074532,-0.722178
2694,0.040671,0.002370,-1.054712,-1.006032
2695,0.040666,0.025765,-0.765998,-0.926513
2696,0.040657,0.017495,-0.982802,-0.850532
2697,0.040743,0.271454,-1.538855,-1.017843
2698,0.040741,0.034941,-1.405826,-1.218900
2699,0.040776,0.135304,-0.886244,-1.254082
2700,0.040766,0.012885,-0.803174,-0.916687
2701,0.040764,0.035446,-0.666664,-0.854935
2702,0.040773,0.066758,-0.351921,-0.610297
2703,0.040761,0.007651,-0.411949,-0.324480
2704,0.040749,0.008947,-0.505008,-0.410420
2705,0.040748,0.038013,-0.317803,-0.512772
2706,0.040733,0.000011,-0.254908,-0.258183
2707,0.040723,0.012676,-0.392785,-0.280198
2708,0.040709,0.003264,-0.318709,-0.375844
2709,0.040712,0.049861,-0.030545,-0.253840
2710,0.040704,0.017828,0.119122,-0.014401
2711,0.040714,0.067197,0.362517,0.103293
2712,0.040716,0.046062,0.639003,0.424383
2713,0.040723,0.061140,0.437189,0.684454
2714,0.040709,0.002268,0.261660,0.309284
2715,0.040704,0.026519,0.439434,0.276586
2716,0.040694,0.014621,0.500785,0.379868
2717,0.040679,0.000103,0.419913,0.409756
2718,0.040664,0.000223,0.294361,0.309304
2719,0.040649,0.000179,0.322810,0.336177
2720,0.040664,0.081862,0.576168,0.290054
2721,0.040655,0.014559,0.680258,0.559599
2722,0.040641,0.001967,0.647410,0.691761
2723,0.040626,0.000015,0.583679,0.587503
2724,0.040611,0.000889,0.569118,0.539299
2725,0.040610,0.037399,0.685749,0.492361
2726,0.040604,0.025093,0.777056,0.618647
2727,0.040592,0.006813,0.827493,0.744950
2728,0.040598,0.057598,0.576062,0.816059
2729,0.040691,0.294976,0.089748,0.632864
2730,0.040695,0.049251,-0.039929,0.181998
2731,0.040680,0.000027,0.098819,0.103991
2732,0.040669,0.012620,0.263522,0.151184
2733,0.040654,0.000023,0.265969,0.261134
2734,0.040683,0.118244,-0.046263,0.297604
2735,0.040685,0.046472,-0.302075,-0.086500
2736,0.040674,0.011433,-0.418008,-0.311083
2737,0.040671,0.032426,-0.529208,-0.349136
2738,0.040657,0.000590,-0.454179,-0.478465
2739,0.040643,0.004904,-0.340523,-0.410552
2740,0.040637,0.023612,-0.471884,-0.318222
2741,0.040631,0.024010,-0.613673,-0.458722
2742,0.040619,0.007015,-0.696351,-0.612598
2743,0.040607,0.008924,-0.832021,-0.737554
2744,0.040593,0.000345,-0.793099,-0.811664
2745,0.040579,0.002324,-0.837585,-0.789377
2746,0.040585,0.057556,-1.032405,-0.792497
2747,0.040572,0.005279,-0.905069,-0.977729
2748,0.040562,0.013896,-0.747776,-0.865658
2749,0.040561,0.038496,-0.595231,-0.791434
2750,0.040564,0.047259,-0.301384,-0.518776
2751,0.040550,0.002881,-0.269263,-0.322940
2752,0.040536,0.002067,-0.257565,-0.303031
2753,0.040523,0.004124,-0.283352,-0.219131
2754,0.040563,0.152268,-0.635797,-0.245581
2755,0.040549,0.000839,-0.660354,-0.631385
2756,0.040561,0.072293,-0.299446,-0.568321
2757,0.040553,0.019214,-0.106850,-0.245462
2758,0.040561,0.064291,0.091222,-0.162334
2759,0.040550,0.008100,0.186321,0.096321
2760,0.040554,0.052084,-0.052893,0.175326
2761,0.040542,0.007590,-0.164096,-0.076975
2762,0.040538,0.029089,0.000187,-0.170367
2763,0.040572,0.133687,0.316061,-0.049571
2764,0.040564,0.018608,0.420263,0.283854
2765,0.040588,0.106832,0.069476,0.396328
2766,0.040574,0.001978,0.082205,0.037734
2767,0.040580,0.058566,0.454214,0.212209
2768,0.040571,0.014511,0.394896,0.515356
2769,0.040556,0.001149,0.343603,0.309700
2770,0.040580,0.104931,0.638779,0.314848
2771,0.040567,0.004850,0.750248,0.680607
2772,0.040553,0.002520,0.610586,0.660785
2773,0.040539,0.002795,0.579229,0.526365
2774,0.040527,0.005831,0.502996,0.579355
2775,0.040532,0.055727,0.270185,0.506251
2776,0.040518,0.000103,0.311507,0.321643
2777,0.040506,0.008638,0.438644,0.345703
2778,0.040495,0.008649,0.384793,0.477793
2779,0.040494,0.037658,0.493080,0.299024
2780,0.040480,0.002953,0.459975,0.405631
2781,0.040466,0.000827,0.300444,0.329206
2782,0.040453,0.004842,0.409208,0.339626
2783,0.040447,0.024503,0.209446,0.365981
2784,0.040433,0.000606,0.119371,0.143994
2785,0.040504,0.239395,0.589497,0.100216
2786,0.040490,0.000000,0.505742,0.505155
2787,0.040482,0.017915,0.274192,0.408039
2788,0.040493,0.072036,0.589115,0.320719
2789,0.040480,0.003022,0.594081,0.539105
2790,0.040473,0.021408,0.359907,0.506221
2791,0.040477,0.052819,0.233721,0.463545
2792,0.040470,0.019912,0.226294,0.367403
2793,0.040489,0.094627,0.514727,0.207111
2794,0.040475,0.000353,0.518037,0.499258
2795,0.040463,0.008144,0.321039,0.411282
2796,0.040455,0.016887,0.498148,0.368196
2797,0.040443,0.007404,0.358666,0.444711
2798,0.040501,0.203759,-0.166720,0.284677
2799,0.040517,0.084666,-0.297714,-0.006739
2800,0.040505,0.004915,-0.228561,-0.298670
2801,0.040490,0.000425,-0.241075,-0.220449
2802,0.040477,0.002876,-0.185881,-0.239507
2803,0.040464,0.004857,-0.117959,-0.187649
2804,0.040453,0.010258,-0.013018,-0.114300
2805,0.040449,0.027376,0.138636,-0.026821
2806,0.040434,0.000515,0.112017,0.134710
2807,0.040420,0.000719,0.038555,0.065373
2808,0.040412,0.017171,0.126297,-0.004741
2809,0.040406,0.022991,-0.034590,0.117037
2810,0.040436,0.124661,-0.432768,-0.079694
2811,0.040422,0.002946,-0.420235,-0.365954
2812,0.040416,0.022101,-0.245571,-0.394237
2813,0.040404,0.008578,-0.315488,-0.222873
2814,0.040398,0.022973,-0.232324,-0.383893
2815,0.040385,0.003248,-0.179486,-0.236476
2816,0.040402,0.088111,-0.462391,-0.165556
2817,0.040396,0.023694,-0.584257,-0.430328
2818,0.040384,0.007610,-0.625487,-0.538254
2819,0.040385,0.042043,-0.890901,-0.685856
2820,0.040372,0.003532,-0.894298,-0.953732
2821,0.040359,0.004230,-0.712002,-0.777037
2822,0.040372,0.075975,-0.921654,-0.646018
2823,0.040361,0.010359,-1.037005,-0.935225
2824,0.040369,0.061866,-0.699419,-0.948148
