# TEST CONFIGURATION BEGIN
# File Stream: filename: ch_Z_lagged3.csv  -  n_targets: 1
# [ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10] Pipeline: ArbitratedEnsemble: - ensemble_size: 10 - meta_error_metric: MAPE
# Prequential Evaluator: n_wait: 1 - max_samples: 3000000 - max_time: 10000000 - output_file: ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10.csv - batch_size: 1 - pretrain_size: 10 - task_type: regression - show_plot: False - metrics: ['mean_square_error', 'true_vs_predicted']
# TEST CONFIGURATION END
id,mean_mse_[ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10],current_mse_[ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10],true_value,predicted_value_[ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10]
1129,0.044909,0.000002,0.371976,0.370501
1130,0.044876,0.007372,0.259173,0.345033
1131,0.044850,0.015816,0.364907,0.239144
1132,0.044881,0.079265,0.607810,0.326270
1133,0.044852,0.012703,0.708027,0.595321
1134,0.044812,0.000298,0.632705,0.649971
1135,0.044773,0.000152,0.583015,0.595344
1136,0.044755,0.024944,0.469332,0.627267
1137,0.044753,0.041955,0.209483,0.414312
1138,0.044744,0.035121,0.057973,0.245380
1139,0.044705,0.000173,0.047662,0.060825
1140,0.044673,0.009298,0.137001,0.040572
1141,0.044643,0.010606,0.242419,0.139436
1142,0.044611,0.007706,0.212394,0.124608
1143,0.044573,0.002222,0.147977,0.195118
1144,0.044535,0.001625,0.120800,0.161108
1145,0.044498,0.002482,0.184460,0.134639
1146,0.044461,0.001717,0.242200,0.200765
1147,0.044449,0.031509,0.058244,0.235753
1148,0.044411,0.000842,0.035433,0.064445
1149,0.044422,0.056966,0.282003,0.043328
1150,0.044384,0.001041,0.296693,0.264434
1151,0.044370,0.028089,0.371180,0.203582
1152,0.044339,0.009100,0.477278,0.381886
1153,0.044428,0.145845,0.129466,0.511362
1154,0.044435,0.053265,-0.122840,0.107951
1155,0.044401,0.005009,-0.025788,-0.096560
1156,0.044363,0.000410,-0.045988,-0.025739
1157,0.044338,0.015850,-0.173005,-0.047107
1158,0.044309,0.011136,-0.157858,-0.263386
1159,0.044294,0.027461,0.025476,-0.140238
1160,0.044258,0.002669,0.046898,0.098556
1161,0.044299,0.091250,-0.262031,0.040046
1162,0.044262,0.001699,-0.378378,-0.337154
1163,0.044225,0.001561,-0.291015,-0.330528
1164,0.044235,0.056254,-0.534321,-0.297141
1165,0.044203,0.006768,-0.617067,-0.534802
1166,0.044185,0.023717,-0.378300,-0.532304
1167,0.044170,0.027113,-0.510849,-0.346191
1168,0.044134,0.001767,-0.556944,-0.514907
1169,0.044101,0.006232,-0.342899,-0.421842
1170,0.044129,0.076289,-0.624418,-0.348214
1171,0.044208,0.135802,-1.036111,-0.667598
1172,0.044178,0.009596,-1.005465,-0.907508
1173,0.044144,0.004994,-0.805551,-0.876216
1174,0.044107,0.001126,-0.871071,-0.837521
1175,0.044107,0.043408,-1.076462,-0.868117
1176,0.044094,0.028906,-0.907840,-1.077856
1177,0.044063,0.007898,-0.742685,-0.831554
1178,0.044026,0.000653,-0.794293,-0.819839
1179,0.044032,0.051663,-0.631056,-0.858352
1180,0.044015,0.023792,-0.496354,-0.650601
1181,0.043979,0.002154,-0.403585,-0.449995
1182,0.043951,0.010537,-0.289506,-0.392155
1183,0.043955,0.049216,-0.394085,-0.172237
1184,0.043918,0.000534,-0.477931,-0.501046
1185,0.043882,0.000972,-0.412687,-0.381516
1186,0.043882,0.043779,-0.223017,-0.432250
1187,0.043859,0.017505,-0.069962,-0.202267
1188,0.043826,0.005110,-0.137635,-0.066153
1189,0.043832,0.050273,-0.053756,-0.277973
1190,0.043810,0.018214,0.162143,0.027184
1191,0.043776,0.003380,0.054456,0.112595
1192,0.043778,0.045948,-0.180614,0.033742
1193,0.043751,0.011836,-0.277946,-0.169154
1194,0.043716,0.002082,-0.299466,-0.253842
1195,0.043704,0.030441,-0.137953,-0.312428
1196,0.043713,0.053490,0.088458,-0.142820
1197,0.043683,0.008967,0.134125,0.039433
1198,0.043662,0.017828,0.188035,0.054511
1199,0.043632,0.008260,0.276163,0.185277
1200,0.043610,0.017205,0.375630,0.244462
1201,0.043649,0.090583,0.648577,0.347607
1202,0.043628,0.017995,0.805487,0.671341
1203,0.043610,0.022663,0.863307,0.712766
1204,0.043574,0.000113,0.901292,0.890654
1205,0.043564,0.031376,0.717586,0.894718
1206,0.043548,0.024923,0.875103,0.717232
1207,0.043607,0.114552,1.182358,0.843902
1208,0.043575,0.004874,0.992953,1.062768
1209,0.043542,0.004198,0.874308,0.939098
1210,0.043518,0.014360,0.972076,0.852241
1211,0.043514,0.038459,1.135764,0.939655
1212,0.043529,0.061887,1.336694,1.087924
1213,0.043497,0.005297,1.209870,1.137088
1214,0.043465,0.004877,1.088581,1.158415
1215,0.043435,0.007254,1.086196,1.001027
1216,0.043401,0.002261,0.929953,0.977506
1217,0.043366,0.001776,0.899983,0.857837
1218,0.043359,0.034593,0.735325,0.921316
1219,0.043385,0.074797,0.478010,0.751501
1220,0.043473,0.149587,0.798187,0.411422
1221,0.043479,0.050982,0.978964,0.753171
1222,0.043658,0.260120,0.469175,0.979194
1223,0.043704,0.100012,0.214875,0.531122
1224,0.043678,0.011514,0.389091,0.281786
1225,0.043655,0.016051,0.222536,0.349229
1226,0.043816,0.239986,-0.268870,0.221013
1227,0.043788,0.009638,-0.370468,-0.272297
1228,0.043783,0.037593,-0.176542,-0.370432
1229,0.043796,0.059651,-0.425475,-0.181238
1230,0.043911,0.183895,-0.922898,-0.494068
1231,0.043966,0.110962,-1.155903,-0.822793
1232,0.044026,0.117764,-1.339297,-0.996129
1233,0.044046,0.068151,-1.517753,-1.256695
1234,0.044057,0.057565,-1.435469,-1.195543
1235,0.044064,0.052445,-1.413827,-1.184817
1236,0.044122,0.116014,-1.601773,-1.261164
1237,0.044088,0.002140,-1.522904,-1.476646
1238,0.044059,0.008776,-1.325890,-1.419572
1239,0.044027,0.004246,-1.387321,-1.322161
1240,0.043998,0.008891,-1.317184,-1.411477
1241,0.044021,0.071811,-1.023825,-1.291801
1242,0.043986,0.001014,-1.002735,-0.970893
1243,0.043977,0.032259,-1.042801,-0.863194
1244,0.044055,0.140653,-0.656215,-1.031252
1245,0.044100,0.099448,-0.341482,-0.656835
1246,0.044069,0.005616,-0.394031,-0.468971
1247,0.044047,0.017032,-0.346978,-0.477485
1248,0.044018,0.008332,-0.387064,-0.295786
1249,0.044006,0.029802,-0.598778,-0.426146
1250,0.043978,0.008397,-0.427517,-0.519154
1251,0.044022,0.098695,-0.115843,-0.430000
1252,0.043986,0.000005,-0.111766,-0.109475
1253,0.043961,0.012041,0.009352,-0.100377
1254,0.043987,0.076648,0.322477,0.045624
1255,0.043952,0.000845,0.252396,0.281456
1256,0.043924,0.008684,0.088752,0.181938
1257,0.043920,0.039120,0.311478,0.113689
1258,0.043891,0.007588,0.459773,0.372664
1259,0.043881,0.031341,0.344169,0.521204
1260,0.043878,0.039441,0.168855,0.367453
1261,0.043848,0.007052,0.137069,0.221047
1262,0.043864,0.063190,0.425086,0.173711
1263,0.043842,0.016380,0.555365,0.427380
1264,0.043813,0.007403,0.586902,0.500860
1265,0.043869,0.114060,0.857993,0.520265
1266,0.043834,0.000299,0.832159,0.814857
1267,0.043808,0.011052,0.911718,0.806587
1268,0.043870,0.121554,1.218220,0.869573
1269,0.043852,0.021324,0.959691,1.105720
1270,0.043834,0.022126,1.070659,0.921910
1271,0.044045,0.310079,1.514450,0.957603
1272,0.044071,0.075890,1.058030,1.333511
1273,0.044072,0.046084,0.852359,1.067031
1274,0.044123,0.108714,1.257415,0.927697
1275,0.044099,0.013655,1.090182,1.207036
1276,0.044109,0.055834,0.783247,1.019540
1277,0.044077,0.003758,0.835712,0.774409
1278,0.044071,0.036593,1.005495,0.814202
1279,0.044044,0.009445,1.075108,0.977921
1280,0.044046,0.047021,0.865609,1.082452
1281,0.044015,0.005230,0.710197,0.782515
1282,0.043990,0.012222,0.746767,0.636212
1283,0.043956,0.000300,0.765184,0.782491
1284,0.043952,0.038262,0.614706,0.810313
1285,0.043996,0.101149,0.311939,0.629978
1286,0.043980,0.022842,0.400992,0.249856
1287,0.043968,0.028268,0.623082,0.454949
1288,0.044010,0.098292,0.327163,0.640679
1289,0.044012,0.045990,0.141851,0.356303
1290,0.043979,0.002090,0.165111,0.119397
1291,0.044140,0.250818,-0.247949,0.252869
1292,0.044262,0.200424,-0.680717,-0.233029
1293,0.044232,0.005634,-0.703781,-0.628720
1294,0.044199,0.002311,-0.584755,-0.632828
1295,0.044166,0.001102,-0.616517,-0.583324
1296,0.044203,0.091803,-0.872198,-0.569208
1297,0.044181,0.016387,-0.988686,-0.860676
1298,0.044149,0.002577,-0.919068,-0.969831
1299,0.044150,0.045023,-1.072383,-0.860197
1300,0.044185,0.090021,-1.315866,-1.015831
1301,0.044163,0.015330,-1.390659,-1.266846
1302,0.044201,0.092811,-1.469118,-1.164469
1303,0.044239,0.093550,-1.680389,-1.374530
1304,0.044305,0.130112,-1.893439,-1.532729
1305,0.044276,0.006997,-1.840576,-1.756929
1306,0.044285,0.056043,-1.545665,-1.782399
1307,0.044252,0.001617,-1.575387,-1.615597
1308,0.044401,0.237840,-1.969813,-1.482125
1309,0.044375,0.010151,-1.914710,-1.813957
1310,0.044395,0.069757,-1.546531,-1.810647
1311,0.044364,0.004533,-1.701152,-1.633821
1312,0.044363,0.042920,-1.906852,-1.699681
1313,0.044372,0.056627,-1.562526,-1.800491
1314,0.044547,0.272751,-1.063561,-1.585817
1315,0.044793,0.366026,-0.643948,-1.248949
1316,0.044792,0.042659,-0.486374,-0.692915
1317,0.044765,0.010374,-0.482740,-0.584592
1318,0.044792,0.080069,-0.171251,-0.454217
1319,0.044823,0.084218,0.137608,-0.152595
1320,0.044823,0.045292,0.365756,0.152937
1321,0.044889,0.131981,0.706166,0.342873
1322,0.044860,0.006965,0.760170,0.676714
1323,0.044831,0.006678,0.814126,0.732410
1324,0.044830,0.042709,1.034065,0.827403
1325,0.044798,0.002567,1.084292,1.033629
1326,0.044936,0.226753,1.494349,1.018163
1327,0.045263,0.475585,1.967081,1.277454
1328,0.045326,0.129534,2.007570,1.647662
1329,0.045639,0.457708,2.369882,1.693341
1330,0.045941,0.444310,2.547185,1.880619
1331,0.045907,0.001418,2.188867,2.151204
1332,0.045877,0.005797,2.243687,2.167548
1333,0.045850,0.010249,2.244944,2.143709
1334,0.045857,0.055797,1.997841,2.234054
1335,0.045823,0.000649,2.101320,2.126785
1336,0.045789,0.000274,2.127388,2.110847
1337,0.045760,0.007267,2.066632,2.151877
1338,0.045734,0.011537,2.001227,2.108637
1339,0.045777,0.102991,1.733082,2.054004
1340,0.045774,0.040988,1.626327,1.828782
1341,0.045739,0.000091,1.557691,1.548131
1342,0.045706,0.001965,1.514643,1.470312
1343,0.045692,0.026240,1.587713,1.425726
1344,0.045703,0.060966,1.272161,1.519074
1345,0.045798,0.171796,0.873917,1.288401
1346,0.045832,0.091182,0.709174,1.011138
1347,0.045905,0.144581,0.354411,0.734649
1348,0.046001,0.174111,-0.047152,0.370114
1349,0.045978,0.014665,-0.150342,-0.029242
1350,0.045970,0.036154,-0.331623,-0.141481
1351,0.046176,0.321883,-0.839989,-0.272642
1352,0.046218,0.103037,-1.132541,-0.811547
1353,0.046240,0.074772,-1.295370,-1.021926
1354,0.046319,0.153000,-1.655392,-1.264240
1355,0.046304,0.025938,-1.726255,-1.565201
1356,0.046270,0.000566,-1.685340,-1.661539
1357,0.046268,0.043235,-1.800052,-1.592122
1358,0.046240,0.008977,-1.797616,-1.702867
1359,0.046274,0.091822,-2.032025,-1.729003
1360,0.046404,0.222269,-2.317705,-1.846252
1361,0.046381,0.015514,-2.139496,-2.014939
1362,0.046360,0.018133,-2.165190,-2.030532
1363,0.046411,0.115472,-2.394890,-2.055078
1364,0.046378,0.001509,-2.166940,-2.205781
1365,0.046402,0.078520,-1.882318,-2.162532
1366,0.046447,0.108001,-1.681946,-2.010582
1367,0.046480,0.090613,-1.432718,-1.733738
1368,0.046457,0.014905,-1.387217,-1.509304
1369,0.046423,0.001318,-1.368706,-1.405017
1370,0.046414,0.033832,-1.202217,-1.386153
1371,0.046422,0.056875,-0.928897,-1.167381
1372,0.046404,0.022636,-0.761933,-0.912387
1373,0.046371,0.001107,-0.776562,-0.809838
1374,0.046381,0.059622,-0.552581,-0.796757
1375,0.046384,0.050887,-0.327438,-0.553020
1376,0.046357,0.008718,-0.463935,-0.370565
1377,0.046331,0.012014,-0.380754,-0.490364
1378,0.046429,0.180137,0.075246,-0.349180
1379,0.046445,0.068166,0.388669,0.127583
1380,0.046436,0.033456,0.473056,0.290147
1381,0.046402,0.000138,0.472346,0.484113
1382,0.046382,0.019469,0.590689,0.451156
1383,0.046409,0.083241,0.847710,0.559196
1384,0.046383,0.009947,0.884103,0.784367
1385,0.046363,0.019811,0.734877,0.875629
1386,0.046370,0.056247,0.491426,0.728590
1387,0.046368,0.043380,0.286157,0.494435
1388,0.046443,0.149388,0.638045,0.251537
1389,0.046555,0.201525,1.182210,0.733295
1390,0.046603,0.112179,1.297565,0.962633
1391,0.046570,0.001850,1.247931,1.204921
1392,0.046537,0.000870,1.229263,1.199763
1393,0.046506,0.003535,1.244244,1.184788
1394,0.046475,0.002444,1.264283,1.214849
1395,0.046449,0.011351,1.137740,1.244282
1396,0.046432,0.023243,0.944052,1.096509
1397,0.046402,0.003681,0.853359,0.914029
1398,0.046370,0.002943,0.949255,0.895003
1399,0.046350,0.017505,1.071765,0.939457
1400,0.046318,0.002577,1.001091,1.051858
1401,0.046286,0.000990,0.915867,0.947331
1402,0.046254,0.001802,0.867730,0.825276
1403,0.046221,0.000805,0.778448,0.806827
1404,0.046194,0.007824,0.815782,0.727326
1405,0.046177,0.022983,0.761262,0.912864
1406,0.046205,0.085283,0.430127,0.722160
1407,0.046175,0.005042,0.365417,0.436426
1408,0.046187,0.062133,0.625586,0.376322
1409,0.046160,0.008842,0.639530,0.733562
1410,0.046135,0.011565,0.549558,0.657098
1411,0.046104,0.002638,0.518685,0.467324
1412,0.046078,0.009057,0.368802,0.463970
1413,0.046046,0.000819,0.380163,0.351538
1414,0.046020,0.010027,0.416478,0.516612
1415,0.045997,0.012911,0.313244,0.426872
1416,0.045964,0.000011,0.362223,0.358861
1417,0.045990,0.082253,0.170501,0.457298
1418,0.046008,0.072391,-0.130104,0.138952
1419,0.045976,0.000327,-0.093134,-0.111220
1420,0.045964,0.028761,-0.205585,-0.035993
1421,0.045932,0.001370,-0.295191,-0.332200
1422,0.045924,0.034887,-0.136133,-0.322913
1423,0.045898,0.008106,-0.156736,-0.066702
1424,0.045866,0.000834,-0.181322,-0.210202
1425,0.045844,0.014306,-0.128295,-0.247903
1426,0.045838,0.037438,-0.365830,-0.172342
1427,0.045927,0.172901,-0.803762,-0.387948
1428,0.045903,0.011167,-0.948935,-0.843259
1429,0.045871,0.000303,-0.878214,-0.895622
1430,0.045871,0.045981,-1.046185,-0.831753
1431,0.045841,0.003468,-1.140467,-1.081573
1432,0.045809,0.000529,-1.074850,-1.051854
1433,0.045823,0.065652,-1.247214,-0.990987
1434,0.045877,0.123395,-1.408636,-1.057359
1435,0.045950,0.150004,-1.608336,-1.221033
1436,0.046009,0.130029,-1.939292,-1.578697
1437,0.045985,0.010590,-1.893677,-1.790767
1438,0.045974,0.031409,-1.622211,-1.799437
1439,0.045996,0.076331,-1.397177,-1.673458
1440,0.046051,0.125319,-1.087788,-1.441792
1441,0.046032,0.018910,-0.954985,-1.092499
1442,0.046028,0.039677,-1.118439,-0.919250
1443,0.046054,0.084044,-1.359422,-1.069519
1444,0.046030,0.011020,-1.446285,-1.341307
1445,0.046024,0.037590,-1.163448,-1.357330
1446,0.046038,0.066613,-0.845363,-1.103457
1447,0.046030,0.034508,-0.701567,-0.887332
1448,0.046068,0.099966,-0.487958,-0.804132
1449,0.046064,0.040198,-0.381257,-0.581750
1450,0.046038,0.009132,-0.286548,-0.382111
1451,0.046013,0.010660,-0.125546,-0.228794
1452,0.045982,0.000013,-0.123117,-0.126723
1453,0.046046,0.139034,0.199482,-0.173391
1454,0.046158,0.208561,0.581711,0.125026
1455,0.046127,0.000051,0.478530,0.471416
1456,0.046110,0.022779,0.635569,0.484643
1457,0.046167,0.127572,1.016633,0.659460
1458,0.046155,0.028939,1.094341,0.924227
1459,0.046169,0.066924,1.281519,1.022821
1460,0.046264,0.184509,1.584478,1.154933
1461,0.046251,0.027151,1.671908,1.507133
1462,0.046225,0.008227,1.602637,1.511934
1463,0.046199,0.008175,1.555444,1.465027
1464,0.046172,0.007366,1.564529,1.478702
1465,0.046163,0.032732,1.306662,1.487582
1466,0.046193,0.090054,0.935304,1.235395
1467,0.046162,0.000297,0.978444,0.961224
1468,0.046131,0.001766,0.973902,1.015922
1469,0.046187,0.127122,0.614507,0.971050
1470,0.046155,0.000026,0.523951,0.529005
1471,0.046140,0.023483,0.688701,0.535458
1472,0.046110,0.002124,0.802196,0.756113
1473,0.046079,0.000939,0.857370,0.826734
1474,0.046074,0.039340,0.693926,0.892268
1475,0.046051,0.012484,0.562801,0.674532
1476,0.046040,0.029571,0.684737,0.512774
1477,0.046009,0.000015,0.714273,0.710400
1478,0.046001,0.035027,0.506774,0.693929
1479,0.045985,0.022652,0.281470,0.431975
1480,0.045954,0.000024,0.311497,0.316389
1481,0.045956,0.049608,0.557868,0.335138
1482,0.045940,0.021007,0.677418,0.532479
1483,0.045930,0.032200,0.458699,0.638144
1484,0.045973,0.108770,0.114030,0.443833
1485,0.045944,0.003978,0.033827,0.096899
1486,0.045914,0.001570,0.065639,0.026011
1487,0.045921,0.055879,-0.097442,0.138946
1488,0.045918,0.041509,-0.249116,-0.045378
1489,0.045895,0.011190,-0.157272,-0.263056
1490,0.045868,0.006477,-0.053429,-0.133909
1491,0.045875,0.056300,-0.231962,0.005313
1492,0.045853,0.013437,-0.432548,-0.316632
1493,0.045829,0.009979,-0.498176,-0.398282
1494,0.045863,0.096866,-0.693858,-0.382624
1495,0.045883,0.075531,-0.870486,-0.595657
1496,0.045856,0.005753,-0.942553,-0.866703
1497,0.045828,0.004014,-0.978245,-0.914886
1498,0.045815,0.026434,-0.815824,-0.978409
1499,0.045785,0.000336,-0.868344,-0.886674
1500,0.045785,0.045919,-1.075188,-0.860900
1501,0.045803,0.072265,-0.806332,-1.075154
1502,0.045808,0.053355,-0.581568,-0.812555
1503,0.045777,0.000262,-0.668591,-0.652402
1504,0.045810,0.094611,-0.507419,-0.815008
1505,0.045792,0.019492,-0.360851,-0.500464
1506,0.045831,0.104113,-0.667777,-0.345111
1507,0.045806,0.008331,-0.828411,-0.737137
1508,0.045827,0.076428,-0.556551,-0.833007
1509,0.045796,0.000000,-0.512761,-0.513452
1510,0.045778,0.018312,-0.593448,-0.458126
1511,0.045758,0.015949,-0.434132,-0.560422
1512,0.045731,0.005136,-0.331715,-0.403381
1513,0.045701,0.001096,-0.351757,-0.384865
1514,0.045672,0.002176,-0.360422,-0.407069
1515,0.045642,0.000077,-0.337464,-0.328690
1516,0.045612,0.000425,-0.366010,-0.345389
1517,0.045594,0.018066,-0.244100,-0.378510
1518,0.045715,0.228878,0.110408,-0.368004
1519,0.045685,0.000060,0.135410,0.127652
1520,0.045655,0.001083,0.017646,0.050561
1521,0.045637,0.017536,0.162069,0.029645
1522,0.045615,0.012838,0.049382,0.162688
1523,0.045633,0.072379,-0.229075,0.039959
1524,0.045603,0.001343,-0.200740,-0.237382
1525,0.045588,0.022117,-0.016646,-0.165365
1526,0.045579,0.031281,0.145789,-0.031075
1527,0.045549,0.000627,0.074756,0.099787
1528,0.045520,0.001057,0.036618,0.004108
1529,0.045526,0.054752,0.300683,0.066691
1530,0.045496,0.000183,0.242896,0.256424
1531,0.045490,0.036939,0.022327,0.214522
1532,0.045463,0.003459,0.150134,0.091322
1533,0.045434,0.001316,0.153885,0.190158
1534,0.045424,0.030043,-0.022749,0.150579
1535,0.045394,0.000324,0.015835,0.033824
1536,0.045368,0.005185,0.143160,0.071150
1537,0.045340,0.003282,0.035711,0.092995
1538,0.045323,0.018524,-0.149716,-0.013614
1539,0.045336,0.065546,0.172728,-0.083292
1540,0.045512,0.314209,0.772091,0.211547
1541,0.045512,0.046716,0.763376,0.547236
1542,0.045554,0.109893,0.380993,0.712494
1543,0.045525,0.000378,0.395798,0.376346
1544,0.045501,0.008338,0.545895,0.454580
1545,0.045471,0.000258,0.485713,0.469646
1546,0.045444,0.004410,0.444797,0.511207
1547,0.045434,0.029269,0.313378,0.484460
1548,0.045409,0.006788,0.286876,0.369264
1549,0.045474,0.146300,0.750728,0.368237
1550,0.045497,0.079744,0.975181,0.692790
1551,0.045478,0.017507,0.700019,0.832333
1552,0.045450,0.001092,0.607429,0.640469
1553,0.045421,0.000614,0.565664,0.590444
1554,0.045403,0.018620,0.443468,0.579925
1555,0.045402,0.043453,0.624209,0.415755
1556,0.045400,0.042988,0.941647,0.734311
1557,0.045426,0.085567,1.166045,0.873527
1558,0.045444,0.073052,1.319852,1.049571
1559,0.045416,0.001772,1.253126,1.211030
1560,0.045402,0.024160,1.031249,1.186683
1561,0.045386,0.019795,0.830828,0.971523
1562,0.045414,0.089733,0.528206,0.827761
1563,0.045462,0.119735,0.145330,0.491357
1564,0.045522,0.137857,-0.101202,0.270089
1565,0.045507,0.022434,-0.242871,-0.093093
1566,0.045500,0.034458,-0.413037,-0.227410
1567,0.045474,0.005378,-0.476903,-0.403566
1568,0.045448,0.005730,-0.339468,-0.415167
1569,0.045423,0.006386,-0.368395,-0.288482
1570,0.045409,0.023323,-0.572093,-0.419374
1571,0.045381,0.000812,-0.537778,-0.509277
1572,0.045361,0.014156,-0.582281,-0.463301
1573,0.045424,0.144491,-0.886411,-0.506292
1574,0.045414,0.029109,-1.051812,-0.881198
1575,0.045421,0.057416,-1.239966,-1.000349
1576,0.045405,0.019105,-1.361104,-1.222883
1577,0.045384,0.012545,-1.118652,-1.230658
1578,0.045356,0.001283,-1.025762,-1.061581
1579,0.045370,0.068566,-1.231076,-0.969224
1580,0.045363,0.034355,-1.372677,-1.187326
1581,0.045335,0.001507,-1.281646,-1.242825
1582,0.045318,0.017289,-0.991651,-1.123138
1583,0.045289,0.000785,-0.904775,-0.932795
1584,0.045268,0.011139,-0.982972,-0.877432
1585,0.045270,0.048702,-0.811238,-1.031923
1586,0.045285,0.069802,-0.580511,-0.844711
1587,0.045266,0.014903,-0.500331,-0.622408
1588,0.045244,0.010173,-0.549669,-0.448806
1589,0.045252,0.057573,-0.736566,-0.496623
1590,0.045225,0.003664,-0.775016,-0.714484
1591,0.045213,0.025219,-0.558277,-0.717082
1592,0.045188,0.006682,-0.468683,-0.550425
1593,0.045161,0.002066,-0.464777,-0.419323
1594,0.045192,0.094633,-0.142822,-0.450447
1595,0.045191,0.042793,0.105095,-0.101770
1596,0.045178,0.024700,-0.036647,0.120514
1597,0.045163,0.021033,0.066733,-0.078295
1598,0.045185,0.080757,0.359556,0.075378
1599,0.045162,0.008757,0.381744,0.288167
1600,0.045137,0.004639,0.445937,0.377824
1601,0.045130,0.034924,0.561233,0.374354
1602,0.045103,0.001450,0.516265,0.478189
1603,0.045077,0.004160,0.480173,0.544674
1604,0.045052,0.004383,0.523007,0.456802
1605,0.045030,0.010599,0.609173,0.506224
1606,0.045018,0.026350,0.758447,0.596121
1607,0.044994,0.005939,0.810921,0.733858
1608,0.045001,0.056941,0.585325,0.823949
1609,0.044980,0.011197,0.464320,0.570136
1610,0.044976,0.038698,0.585855,0.389138
1611,0.044965,0.026763,0.513528,0.677124
1612,0.044939,0.003262,0.454700,0.511811
1613,0.044913,0.002913,0.520808,0.466833
1614,0.044930,0.071999,0.302784,0.571111
1615,0.044902,0.000698,0.267224,0.293635
1616,0.044969,0.151583,0.783015,0.393678
1617,0.045046,0.169538,1.176542,0.764792
1618,0.045090,0.115467,1.305605,0.965801
1619,0.045096,0.055409,1.462456,1.227066
1620,0.045079,0.018197,1.426347,1.291452
1621,0.045057,0.009152,1.179930,1.275599
1622,0.045053,0.037623,0.852420,1.046387
1623,0.045135,0.178221,0.506579,0.928741
1624,0.045123,0.025133,0.654177,0.495644
1625,0.045215,0.194291,1.085504,0.644720
1626,0.045191,0.006286,0.943316,1.022604
1627,0.045208,0.072176,0.662177,0.930833
1628,0.045180,0.000042,0.598995,0.605491
1629,0.045209,0.092682,0.291814,0.596251
1630,0.045233,0.084667,0.033953,0.324929
1631,0.045206,0.000073,0.008801,0.017374
1632,0.045182,0.006723,0.035968,0.117964
1633,0.045159,0.008804,-0.011683,0.082146
1634,0.045160,0.046606,-0.243443,-0.027560
1635,0.045134,0.003081,-0.259802,-0.204296
1636,0.045107,0.000033,-0.196432,-0.202208
1637,0.045081,0.003331,-0.235795,-0.178077
1638,0.045066,0.019960,-0.161480,-0.302759
1639,0.045048,0.016276,-0.340930,-0.213352
1640,0.045021,0.001255,-0.366122,-0.401543
1641,0.045040,0.076418,-0.024998,-0.301435
1642,0.045013,0.000198,-0.066281,-0.080346
1643,0.044992,0.011154,-0.105491,0.000120
1644,0.044970,0.009007,-0.043928,-0.138831
1645,0.044997,0.088590,-0.265896,0.031745
1646,0.044970,0.001456,-0.263101,-0.301261
1647,0.044944,0.001255,-0.245539,-0.210115
1648,0.044946,0.048475,-0.487253,-0.267082
1649,0.044923,0.007080,-0.625401,-0.541259
1650,0.044947,0.084725,-0.842258,-0.551183
1651,0.044920,0.000325,-0.859575,-0.877610
1652,0.044944,0.085687,-0.548057,-0.840780
1653,0.044920,0.004914,-0.621318,-0.551217
1654,0.044964,0.116912,-0.887001,-0.545078
1655,0.044939,0.003170,-0.945665,-0.889358
1656,0.044912,0.001536,-0.935583,-0.896396
1657,0.044888,0.005741,-0.845054,-0.920824
1658,0.044861,0.000020,-0.828464,-0.824046
1659,0.044834,0.000186,-0.899705,-0.886069
1660,0.044807,0.000077,-0.809666,-0.818469
1661,0.044780,0.000136,-0.771881,-0.760224
1662,0.044811,0.096411,-1.033702,-0.723200
1663,0.044841,0.093711,-1.223368,-0.917245
1664,0.044819,0.008407,-1.032817,-1.124505
1665,0.044796,0.007774,-0.864266,-0.952436
1666,0.044783,0.022775,-0.990491,-0.839579
1667,0.044756,0.000304,-1.056378,-1.038952
1668,0.044730,0.000670,-1.001376,-0.975490
1669,0.044710,0.012747,-1.092096,-0.979194
1670,0.044684,0.000432,-1.081932,-1.102719
1671,0.044664,0.012121,-0.918541,-1.028638
1672,0.044653,0.025370,-0.995271,-0.835990
1673,0.044647,0.035332,-0.795472,-0.983440
1674,0.044773,0.254740,-0.295128,-0.799846
1675,0.044749,0.003888,-0.363127,-0.425480
1676,0.044722,0.000407,-0.416543,-0.436720
1677,0.044728,0.054237,-0.131097,-0.363984
1678,0.044716,0.025573,-0.025503,-0.185419
1679,0.044722,0.054292,0.158770,-0.074237
1680,0.044758,0.105078,0.392377,0.068219
1681,0.044779,0.079169,0.651927,0.370558
1682,0.044799,0.078029,0.902367,0.623031
1683,0.044772,0.001097,0.905421,0.872304
1684,0.044853,0.179373,1.221864,0.798339
1685,0.044940,0.190774,1.551990,1.115213
1686,0.044928,0.024753,1.262937,1.420267
1687,0.044901,0.000284,1.188001,1.171155
1688,0.044955,0.134982,1.399339,1.031940
1689,0.044953,0.041556,1.455396,1.251542
1690,0.044997,0.118392,1.676593,1.332511
1691,0.045029,0.098786,1.764520,1.450217
1692,0.045029,0.045303,1.791995,1.579150
1693,0.045113,0.186658,2.062816,1.630776
1694,0.045100,0.024051,1.892309,2.047395
1695,0.045161,0.148059,1.532450,1.917234
